classifier,score_name,scoring,scoring avg,data,threshold
Neural Net,roc_auc_ovo_weighted,[0.5 0.5 0.5 0.5 0.5],0.5,individuals per game and player,0.3
AdaBoost,accuracy,[0.06975037 0.18575624 0.47552619 0.90210475 0.9351444 ],0.5136563876651982,individuals per game and player,0.3
AdaBoost,balanced_accuracy,[0.50274725 0.1063433  0.26478843 0.4840904  0.5       ],0.3715938773269908,individuals per game and player,0.3
AdaBoost,average_precision,[0.94395312 0.85552148 0.82671232 0.87043154 0.92918717],0.8851611259486312,individuals per game and player,0.3
AdaBoost,neg_brier_score,[-0.43309163 -0.25178361 -0.25090239 -0.23881626 -0.12114985],-0.2591487471908014,individuals per game and player,0.3
AdaBoost,f1,[0.01092896 0.31217697 0.64384245 0.94851995 0.96648539],0.5763907437112495,individuals per game and player,0.3
AdaBoost,f1_micro,[0.06975037 0.18575624 0.47552619 0.90210475 0.9351444 ],0.5136563876651983,individuals per game and player,0.3
AdaBoost,f1_macro,[0.06644854 0.15728788 0.32470545 0.47674754 0.4832427 ],0.3016864210977817,individuals per game and player,0.3
AdaBoost,f1_weighted,[0.0181033  0.29208612 0.6024468  0.88732578 0.9038034 ],0.5407530788024923,individuals per game and player,0.3
AdaBoost,neg_log_loss,[-1.07711531 -0.69671165 -0.69495355 -0.67057034 -0.42390689],-0.7126515467774387,individuals per game and player,0.3
AdaBoost,precision,[1.         0.74311024 0.88205829 0.93314763 0.9351444 ],0.8986921103650524,individuals per game and player,0.3
AdaBoost,recall,[0.00549451 0.19759225 0.50693536 0.96440722 1.        ],0.5348858678615287,individuals per game and player,0.3
AdaBoost,jaccard,[0.00549451 0.18495835 0.4747549  0.90208078 0.9351444 ],0.5004865880108008,individuals per game and player,0.3
AdaBoost,roc_auc,[0.53681735 0.09517414 0.04632542 0.15836564 0.50196728],0.2677299648539149,individuals per game and player,0.3
AdaBoost,roc_auc_ovr,[0.53681735 0.09517414 0.04632542 0.15836564 0.50196728],0.2677299648539149,individuals per game and player,0.3
AdaBoost,roc_auc_ovo,[0.53681735 0.09517414 0.04632542 0.15836564 0.50196728],0.2677299648539149,individuals per game and player,0.3
AdaBoost,roc_auc_ovr_weighted,[0.53681735 0.09517414 0.04632542 0.15836564 0.50196728],0.2677299648539149,individuals per game and player,0.3
AdaBoost,roc_auc_ovo_weighted,[0.53681735 0.09517414 0.04632542 0.15836564 0.50196728],0.2677299648539149,individuals per game and player,0.3
Naive Bayes,accuracy,[0.8896231  0.91923642 0.9351444  0.9351444  0.9351444 ],0.9228585413607441,individuals per game and player,0.3
Naive Bayes,balanced_accuracy,[0.5178512  0.49676218 0.5        0.5        0.5       ],0.5029226759182226,individuals per game and player,0.3
Naive Bayes,average_precision,[0.96306397 0.94608086 0.94806621 0.95739084 0.93690973],0.9503023216658528,individuals per game and player,0.3
Naive Bayes,neg_brier_score,[-0.14035968 -0.0744623  -0.06316731 -0.06034241 -0.06380694],-0.0804277281126849,individuals per game and player,0.3
Naive Bayes,f1,[0.94122247 0.95788668 0.96648539 0.96648539 0.96648539],0.9597130646683389,individuals per game and player,0.3
Naive Bayes,f1_micro,[0.8896231  0.91923642 0.9351444  0.9351444  0.9351444 ],0.9228585413607441,individuals per game and player,0.3
Naive Bayes,f1_macro,[0.51870743 0.48787191 0.4832427  0.4832427  0.4832427 ],0.4912614850968377,individuals per game and player,0.3
Naive Bayes,f1_weighted,[0.88662434 0.89692049 0.9038034  0.9038034  0.9038034 ],0.8989910061377049,individuals per game and player,0.3
Naive Bayes,neg_log_loss,[-0.46014324 -0.28368469 -0.24896391 -0.24039865 -0.54660188],-0.35595847412458637,individuals per game and player,0.3
Naive Bayes,precision,[0.93767853 0.93474471 0.9351444  0.9351444  0.9351444 ],0.9355712837792659,individuals per game and player,0.3
Naive Bayes,recall,[0.9447933  0.98220361 1.         1.         1.        ],0.9853993827112308,individuals per game and player,0.3
Naive Bayes,jaccard,[0.88897095 0.91917708 0.9351444  0.9351444  0.9351444 ],0.9227162424881812,individuals per game and player,0.3
Naive Bayes,roc_auc,[0.63814162 0.54301798 0.58158933 0.62775427 0.48731834],0.5755643084134554,individuals per game and player,0.3
Naive Bayes,roc_auc_ovr,[0.63814162 0.54301798 0.58158933 0.62775427 0.48731834],0.5755643084134554,individuals per game and player,0.3
Naive Bayes,roc_auc_ovo,[0.63814162 0.54301798 0.58158933 0.62775427 0.48731834],0.5755643084134554,individuals per game and player,0.3
Naive Bayes,roc_auc_ovr_weighted,[0.63814162 0.54301798 0.58158933 0.62775427 0.48731834],0.5755643084134554,individuals per game and player,0.3
Naive Bayes,roc_auc_ovo_weighted,[0.63814162 0.54301798 0.58158933 0.62775427 0.48731834],0.5755643084134554,individuals per game and player,0.3
QDA,accuracy,[0.4608419  0.64415076 0.7650514  0.36833089 0.78316202],0.6043073910915321,individuals per game and player,0.3
QDA,balanced_accuracy,[0.49141038 0.50771457 0.52143517 0.51651845 0.49424383],0.5062644761975934,individuals per game and player,0.3
QDA,average_precision,[0.92127968 0.94291393 0.93927111 0.93964267 0.92897249],0.934415976444483,individuals per game and player,0.3
QDA,neg_brier_score,[-0.49045199 -0.33478686 -0.2083513  -0.6096873  -0.20137509],-0.3689305072030574,individuals per game and player,0.3
QDA,f1,[0.61289756 0.77740355 0.86448334 0.50621772 0.87694444],0.7275893224375642,individuals per game and player,0.3
QDA,f1_micro,[0.4608419  0.64415076 0.7650514  0.36833089 0.78316202],0.6043073910915321,individuals per game and player,0.3
QDA,f1_macro,[0.36247457 0.44540909 0.4910652  0.31490852 0.48271091],0.4193136584395648,individuals per game and player,0.3
QDA,f1_weighted,[0.58053747 0.73434015 0.81604682 0.48140277 0.82580794],0.6876270285741647,individuals per game and player,0.3
QDA,neg_log_loss,[ -4.83193943  -5.69072611  -2.82879297 -13.87900492  -3.65331125],-6.1767549349315285,individuals per game and player,0.3
QDA,precision,[0.93311932 0.93655478 0.93840025 0.94096728 0.93430009],0.9366683418012534,individuals per game and player,0.3
QDA,recall,[0.4563056  0.66448574 0.8013609  0.34624444 0.8262235 ],0.6189240352997036,individuals per game and player,0.3
QDA,jaccard,[0.44185457 0.63586276 0.76131278 0.3388832  0.7808558 ],0.5917538219008985,individuals per game and player,0.3
QDA,roc_auc,[0.47992583 0.52678297 0.53319639 0.53091308 0.45429577],0.505022807655942,individuals per game and player,0.3
QDA,roc_auc_ovr,[0.47969739 0.52611388 0.53349662 0.53082321 0.46274511],0.5065752388442846,individuals per game and player,0.3
QDA,roc_auc_ovo,[0.47969739 0.52611388 0.53349662 0.53082321 0.46274511],0.5065752388442846,individuals per game and player,0.3
QDA,roc_auc_ovr_weighted,[0.47969739 0.52611388 0.53349662 0.53082321 0.46274511],0.5065752388442846,individuals per game and player,0.3
QDA,roc_auc_ovo_weighted,[0.47969739 0.52611388 0.53349662 0.53082321 0.46274511],0.5065752388442846,individuals per game and player,0.3
ExtraTrees,accuracy,[0.16421929 0.52006853 0.32134116 0.66421929 0.9351444 ],0.5209985315712188,individuals per game and player,0.3
ExtraTrees,balanced_accuracy,[0.54971814 0.28509232 0.1928849  0.37445794 0.5       ],0.3804306582630126,individuals per game and player,0.3
ExtraTrees,average_precision,[0.94502531 0.83502337 0.82880957 0.84602996 0.92138362],0.8752543651236184,individuals per game and player,0.3
ExtraTrees,neg_brier_score,[-0.5347242  -0.3309211  -0.46725575 -0.25403289 -0.06399648],-0.3301860841899168,individuals per game and player,0.3
ExtraTrees,f1,[0.19324356 0.68386265 0.48409302 0.79758041 0.96648539],0.6250530065474147,individuals per game and player,0.3
ExtraTrees,f1_micro,[0.16421929 0.52006853 0.32134116 0.66421929 0.9351444 ],0.5209985315712188,individuals per game and player,0.3
ExtraTrees,f1_macro,[0.16313612 0.34396281 0.24633682 0.40668116 0.4832427 ],0.3286719240971431,individuals per game and player,0.3
ExtraTrees,f1_weighted,[0.18935303 0.63977383 0.45325338 0.74687639 0.9038034 ],0.5866120053913589,individuals per game and player,0.3
ExtraTrees,neg_log_loss,[-2.48990135 -1.92186036 -3.08402758 -2.21291732 -1.30108677],-2.2019586734096057,individuals per game and player,0.3
ExtraTrees,precision,[0.99513382 0.89042821 0.83719434 0.91410213 0.9351444 ],0.9144005789534205,individuals per game and player,0.3
ExtraTrees,recall,[0.10701204 0.55509029 0.34048678 0.70740644 1.        ],0.5419991095506107,individuals per game and player,0.3
ExtraTrees,jaccard,[0.10695607 0.51959824 0.31934217 0.66331288 0.9351444 ],0.5088707503788774,individuals per game and player,0.3
ExtraTrees,roc_auc,[0.48772755 0.07842756 0.06467634 0.10676006 0.42045449],0.2316091997839466,individuals per game and player,0.3
ExtraTrees,roc_auc_ovr,[0.48772755 0.07842756 0.06467634 0.10676006 0.42045449],0.2316091997839466,individuals per game and player,0.3
ExtraTrees,roc_auc_ovo,[0.48772755 0.07842756 0.06467634 0.10676006 0.42045449],0.2316091997839466,individuals per game and player,0.3
ExtraTrees,roc_auc_ovr_weighted,[0.48772755 0.07842756 0.06467634 0.10676006 0.42045449],0.2316091997839466,individuals per game and player,0.3
ExtraTrees,roc_auc_ovo_weighted,[0.48772755 0.07842756 0.06467634 0.10676006 0.42045449],0.2316091997839466,individuals per game and player,0.3
GradientBoosting,accuracy,[0.06975037 0.15198238 0.04674498 0.29711209 0.9351444 ],0.30014684287812043,individuals per game and player,0.3
GradientBoosting,balanced_accuracy,[0.50274725 0.0882852  0.0460647  0.18168611 0.5       ],0.2637566520624398,individuals per game and player,0.3
GradientBoosting,average_precision,[0.94607986 0.84837417 0.82505719 0.85424198 0.94335852],0.8834223437037689,individuals per game and player,0.3
GradientBoosting,neg_brier_score,[-0.93036596 -0.67021852 -0.70653499 -0.42828407 -0.06439677],-0.5599600596526597,individuals per game and player,0.3
GradientBoosting,f1,[0.01092896 0.26260907 0.08417588 0.45544179 0.96648539],0.35592821719248935,individuals per game and player,0.3
GradientBoosting,f1_micro,[0.06975037 0.15198238 0.04674498 0.29711209 0.9351444 ],0.30014684287812043,individuals per game and player,0.3
GradientBoosting,f1_macro,[0.06644854 0.13245627 0.04514994 0.23220675 0.4832427 ],0.19190084078013808,individuals per game and player,0.3
GradientBoosting,f1_weighted,[0.0181033  0.24572679 0.07911377 0.4264857  0.9038034 ],0.33464659278461123,individuals per game and player,0.3
GradientBoosting,neg_log_loss,[-12.894804    -2.00995624  -2.06481793  -1.26675797  -0.38038201],-3.7233436289218993,individuals per game and player,0.3
GradientBoosting,precision,[1.         0.70273349 0.41435185 0.82656573 0.9351444 ],0.7757590917252513,individuals per game and player,0.3
GradientBoosting,recall,[0.00549451 0.16147605 0.04684638 0.31431562 1.        ],0.30562651167204946,individuals per game and player,0.3
GradientBoosting,jaccard,[0.00549451 0.1511514  0.04393716 0.29486865 0.9351444 ],0.2861192214096636,individuals per game and player,0.3
GradientBoosting,roc_auc,[0.54226379 0.09057344 0.04170991 0.12434708 0.56496571],0.27277198644891,individuals per game and player,0.3
GradientBoosting,roc_auc_ovr,[0.54226379 0.09057344 0.04170991 0.12434708 0.56496571],0.27277198644891,individuals per game and player,0.3
GradientBoosting,roc_auc_ovo,[0.54226379 0.09057344 0.04170991 0.12434708 0.56496571],0.27277198644891,individuals per game and player,0.3
GradientBoosting,roc_auc_ovr_weighted,[0.54226379 0.09057344 0.04170991 0.12434708 0.56496571],0.27277198644891,individuals per game and player,0.3
GradientBoosting,roc_auc_ovo_weighted,[0.54226379 0.09057344 0.04170991 0.12434708 0.56496571],0.27277198644891,individuals per game and player,0.3
Nearest Neighbors,accuracy,[0.10181106 0.54601077 0.12604014 0.30151738 0.97919726],0.4109153206069506,individuals per game and player,0.4
Nearest Neighbors,balanced_accuracy,[0.54147926 0.29039052 0.28889689 0.31516827 0.5       ],0.38718698791531186,individuals per game and player,0.4
Nearest Neighbors,average_precision,[0.9812091  0.97097415 0.97097095 0.97118634 0.97919726],0.9747075605864435,individuals per game and player,0.4
Nearest Neighbors,neg_brier_score,[-0.89908631 -0.45374449 -0.87409583 -0.69086855 -0.02080274],-0.5877195844890413,individuals per game and player,0.4
Nearest Neighbors,f1,[0.1532072  0.70616189 0.21047977 0.45762068 0.9894893 ],0.5033917674987313,individuals per game and player,0.4
Nearest Neighbors,f1_micro,[0.10181106 0.54601077 0.12604014 0.30151738 0.97919726],0.4109153206069506,individuals per game and player,0.4
Nearest Neighbors,f1_macro,[0.09849    0.35415679 0.11592774 0.23843233 0.49474465],0.26035030359149747,individuals per game and player,0.4
Nearest Neighbors,f1_weighted,[0.15095745 0.69168884 0.20654589 0.44850124 0.96890521],0.4933197263960939,individuals per game and player,0.4
Nearest Neighbors,neg_log_loss,[-30.93336653 -15.64091591 -30.17832153 -23.62031013  -0.71851786],-20.21828639141776,individuals per game and player,0.4
Nearest Neighbors,precision,[1.         0.96451752 0.91187739 0.95479778 0.97919726],0.9620779915980018,individuals per game and player,0.4
Nearest Neighbors,recall,[0.08295852 0.55697151 0.11897026 0.30092477 1.        ],0.41196501224518955,individuals per game and player,0.4
Nearest Neighbors,jaccard,[0.08295852 0.54578844 0.11761799 0.29669788 0.97919726],0.40445201834775657,individuals per game and player,0.4
Nearest Neighbors,roc_auc,[0.54297851 0.28845399 0.28827793 0.31520649 0.5       ],0.386983384209718,individuals per game and player,0.4
Nearest Neighbors,roc_auc_ovr,[0.54297851 0.28845399 0.28827793 0.31520649 0.5       ],0.386983384209718,individuals per game and player,0.4
Nearest Neighbors,roc_auc_ovo,[0.54297851 0.28845399 0.28827793 0.31520649 0.5       ],0.386983384209718,individuals per game and player,0.4
Nearest Neighbors,roc_auc_ovr_weighted,[0.54297851 0.28845399 0.28827793 0.31520649 0.5       ],0.386983384209718,individuals per game and player,0.4
Nearest Neighbors,roc_auc_ovo_weighted,[0.54297851 0.28845399 0.28827793 0.31520649 0.5       ],0.386983384209718,individuals per game and player,0.4
Decision Tree,accuracy,[0.02153696 0.62285854 0.95912873 0.90993637 0.97919726],0.6985315712187959,individuals per game and player,0.4
Decision Tree,balanced_accuracy,[0.50049975 0.3296209  0.48975256 0.48190599 0.5       ],0.46035584198159657,individuals per game and player,0.4
Decision Tree,average_precision,[0.97946254 0.97364961 0.97654627 0.97693993 0.98143957],0.977607586170568,individuals per game and player,0.4
Decision Tree,neg_brier_score,[-0.97846315 -0.37730651 -0.04094132 -0.09003709 -0.0204493 ],-0.30143947455760245,individuals per game and player,0.4
Decision Tree,f1,[0.001997   0.76746643 0.97913804 0.95280841 0.9894893 ],0.7381798369367123,individuals per game and player,0.4
Decision Tree,f1_micro,[0.02153696 0.62285854 0.95912873 0.90993637 0.97919726],0.6985315712187959,individuals per game and player,0.4
Decision Tree,f1_macro,[0.02116173 0.38502771 0.48956902 0.4844256  0.49474465],0.37498574144283364,individuals per game and player,0.4
Decision Tree,f1_weighted,[0.00278498 0.75174207 0.95876928 0.93332112 0.96890521],0.7231045342842861,individuals per game and player,0.4
Decision Tree,neg_log_loss,[-33.79492387 -12.43056422  -0.82588893  -2.6342788   -0.10338349],-9.957807858913721,individuals per game and player,0.4
Decision Tree,precision,[1.         0.9687619  0.97877123 0.978404   0.97919726],0.9810268791252931,individuals per game and player,0.4
Decision Tree,recall,"[9.99500250e-04 6.35432284e-01 9.79505124e-01 9.28517871e-01
 1.00000000e+00]",0.7088909556718767,individuals per game and player,0.4
Decision Tree,jaccard,[0.0009995  0.62267385 0.95912873 0.90987019 0.97919726],0.6943739068183936,individuals per game and player,0.4
Decision Tree,roc_auc,[0.50049975 0.34119101 0.33869621 0.45517885 0.54454181],0.4360215256267237,individuals per game and player,0.4
Decision Tree,roc_auc_ovr,[0.50049975 0.34119101 0.33869621 0.45517885 0.54454181],0.4360215256267237,individuals per game and player,0.4
Decision Tree,roc_auc_ovo,[0.50049975 0.34119101 0.33869621 0.45517885 0.54454181],0.4360215256267237,individuals per game and player,0.4
Decision Tree,roc_auc_ovr_weighted,[0.50049975 0.34119101 0.33869621 0.45517885 0.54454181],0.4360215256267237,individuals per game and player,0.4
Decision Tree,roc_auc_ovo_weighted,[0.50049975 0.34119101 0.33869621 0.45517885 0.54454181],0.4360215256267237,individuals per game and player,0.4
Random Forest,accuracy,[0.979442   0.979442   0.97919726 0.97919726 0.97919726],0.979295154185022,individuals per game and player,0.4
Random Forest,balanced_accuracy,[0.5 0.5 0.5 0.5 0.5],0.5,individuals per game and player,0.4
Random Forest,average_precision,[0.98577512 0.97611194 0.97903584 0.97803905 0.97732696],0.9792577826256098,individuals per game and player,0.4
Random Forest,neg_brier_score,[-0.03268397 -0.02091274 -0.02103645 -0.02102748 -0.02045809],-0.023223746046358445,individuals per game and player,0.4
Random Forest,f1,[0.98961424 0.98961424 0.9894893  0.9894893  0.9894893 ],0.9895392796219451,individuals per game and player,0.4
Random Forest,f1_micro,[0.979442   0.979442   0.97919726 0.97919726 0.97919726],0.979295154185022,individuals per game and player,0.4
Random Forest,f1_macro,[0.49480712 0.49480712 0.49474465 0.49474465 0.49474465],0.49476963981097255,individuals per game and player,0.4
Random Forest,f1_weighted,[0.96926975 0.96926975 0.96890521 0.96890521 0.96890521],0.9690510287480988,individuals per game and player,0.4
Random Forest,neg_log_loss,[-0.17654671 -0.10723514 -0.10521337 -0.10614647 -0.10318976],-0.1196662893703534,individuals per game and player,0.4
Random Forest,precision,[0.979442   0.979442   0.97919726 0.97919726 0.97919726],0.979295154185022,individuals per game and player,0.4
Random Forest,recall,[1. 1. 1. 1. 1.],1.0,individuals per game and player,0.4
Random Forest,jaccard,[0.979442   0.979442   0.97919726 0.97919726 0.97919726],0.979295154185022,individuals per game and player,0.4
Random Forest,roc_auc,[0.5682858  0.44921587 0.50493994 0.47497243 0.4853713 ],0.4965570689827959,individuals per game and player,0.4
Random Forest,roc_auc_ovr,[0.5682858  0.44921587 0.50493994 0.47497243 0.4853713 ],0.4965570689827959,individuals per game and player,0.4
Random Forest,roc_auc_ovo,[0.5682858  0.44921587 0.50493994 0.47497243 0.4853713 ],0.4965570689827959,individuals per game and player,0.4
Random Forest,roc_auc_ovr_weighted,[0.5682858  0.44921587 0.50493994 0.47497243 0.4853713 ],0.4965570689827959,individuals per game and player,0.4
Random Forest,roc_auc_ovo_weighted,[0.5682858  0.44921587 0.50493994 0.47497243 0.4853713 ],0.4965570689827959,individuals per game and player,0.4
Neural Net,accuracy,[0.979442   0.979442   0.97919726 0.97919726 0.97919726],0.979295154185022,individuals per game and player,0.4
Neural Net,balanced_accuracy,[0.5 0.5 0.5 0.5 0.5],0.5,individuals per game and player,0.4
Neural Net,average_precision,[0.979442   0.979442   0.97919726 0.97919726 0.97919726],0.979295154185022,individuals per game and player,0.4
Neural Net,neg_brier_score,[-0.020558   -0.020558   -0.02080274 -0.02080274 -0.02080274],-0.020704845814977973,individuals per game and player,0.4
Neural Net,f1,[0.98961424 0.98961424 0.9894893  0.9894893  0.9894893 ],0.9895392796219451,individuals per game and player,0.4
Neural Net,f1_micro,[0.979442   0.979442   0.97919726 0.97919726 0.97919726],0.979295154185022,individuals per game and player,0.4
Neural Net,f1_macro,[0.49480712 0.49480712 0.49474465 0.49474465 0.49474465],0.49476963981097255,individuals per game and player,0.4
Neural Net,f1_weighted,[0.96926975 0.96926975 0.96890521 0.96890521 0.96890521],0.9690510287480988,individuals per game and player,0.4
Neural Net,neg_log_loss,[-0.7100647  -0.7100647  -0.71851786 -0.71851786 -0.71851786],-0.7151365954361337,individuals per game and player,0.4
Neural Net,precision,[0.979442   0.979442   0.97919726 0.97919726 0.97919726],0.979295154185022,individuals per game and player,0.4
Neural Net,recall,[1. 1. 1. 1. 1.],1.0,individuals per game and player,0.4
Neural Net,jaccard,[0.979442   0.979442   0.97919726 0.97919726 0.97919726],0.979295154185022,individuals per game and player,0.4
Neural Net,roc_auc,[0.5 0.5 0.5 0.5 0.5],0.5,individuals per game and player,0.4
Neural Net,roc_auc_ovr,[0.5 0.5 0.5 0.5 0.5],0.5,individuals per game and player,0.4
Neural Net,roc_auc_ovo,[0.5 0.5 0.5 0.5 0.5],0.5,individuals per game and player,0.4
Neural Net,roc_auc_ovr_weighted,[0.5 0.5 0.5 0.5 0.5],0.5,individuals per game and player,0.4
Neural Net,roc_auc_ovo_weighted,[0.5 0.5 0.5 0.5 0.5],0.5,individuals per game and player,0.4
AdaBoost,accuracy,[0.02153696 0.979442   0.97919726 0.97919726 0.97919726],0.7877141458639256,individuals per game and player,0.4
AdaBoost,balanced_accuracy,[0.50049975 0.5        0.5        0.5        0.5       ],0.5000999500249875,individuals per game and player,0.4
AdaBoost,average_precision,[0.9797667  0.97673581 0.96712711 0.96794181 0.98251142],0.9748165700493899,individuals per game and player,0.4
AdaBoost,neg_brier_score,[-0.38029646 -0.22721569 -0.2246627  -0.22624385 -0.09716812],-0.23111736332611751,individuals per game and player,0.4
AdaBoost,f1,[0.001997   0.98961424 0.9894893  0.9894893  0.9894893 ],0.7920158318559087,individuals per game and player,0.4
AdaBoost,f1_micro,[0.02153696 0.979442   0.97919726 0.97919726 0.97919726],0.7877141458639256,individuals per game and player,0.4
AdaBoost,f1_macro,[0.02116173 0.49480712 0.49474465 0.49474465 0.49474465],0.40004056115119,individuals per game and player,0.4
AdaBoost,f1_weighted,[0.00278498 0.96926975 0.96890521 0.96890521 0.96890521],0.77575407486602,individuals per game and player,0.4
AdaBoost,neg_log_loss,[-0.95989614 -0.64707319 -0.64130459 -0.64514082 -0.36891291],-0.6524655293762472,individuals per game and player,0.4
AdaBoost,precision,[1.         0.979442   0.97919726 0.97919726 0.97919726],0.9834067547723935,individuals per game and player,0.4
AdaBoost,recall,[9.9950025e-04 1.0000000e+00 1.0000000e+00 1.0000000e+00 1.0000000e+00],0.8001999000499751,individuals per game and player,0.4
AdaBoost,jaccard,[0.0009995  0.979442   0.97919726 0.97919726 0.97919726],0.7836066548223686,individuals per game and player,0.4
AdaBoost,roc_auc,[0.52490421 0.44569977 0.26818589 0.32739168 0.5336166 ],0.4199596311535297,individuals per game and player,0.4
AdaBoost,roc_auc_ovr,[0.52490421 0.44569977 0.26818589 0.32739168 0.5336166 ],0.4199596311535297,individuals per game and player,0.4
AdaBoost,roc_auc_ovo,[0.52490421 0.44569977 0.26818589 0.32739168 0.5336166 ],0.4199596311535297,individuals per game and player,0.4
AdaBoost,roc_auc_ovr_weighted,[0.52490421 0.44569977 0.26818589 0.32739168 0.5336166 ],0.4199596311535297,individuals per game and player,0.4
AdaBoost,roc_auc_ovo_weighted,[0.52490421 0.44569977 0.26818589 0.32739168 0.5336166 ],0.4199596311535297,individuals per game and player,0.4
Naive Bayes,accuracy,[0.979442   0.979442   0.97919726 0.97919726 0.97919726],0.979295154185022,individuals per game and player,0.4
Naive Bayes,balanced_accuracy,[0.5 0.5 0.5 0.5 0.5],0.5,individuals per game and player,0.4
Naive Bayes,average_precision,[0.98496332 0.9839381  0.98511009 0.98305114 0.97783359],0.982979247207395,individuals per game and player,0.4
Naive Bayes,neg_brier_score,[-0.02079312 -0.02067575 -0.02025968 -0.02048753 -0.02057284],-0.020557783014941218,individuals per game and player,0.4
Naive Bayes,f1,[0.98961424 0.98961424 0.9894893  0.9894893  0.9894893 ],0.9895392796219451,individuals per game and player,0.4
Naive Bayes,f1_micro,[0.979442   0.979442   0.97919726 0.97919726 0.97919726],0.979295154185022,individuals per game and player,0.4
Naive Bayes,f1_macro,[0.49480712 0.49480712 0.49474465 0.49474465 0.49474465],0.49476963981097255,individuals per game and player,0.4
Naive Bayes,f1_weighted,[0.96926975 0.96926975 0.96890521 0.96890521 0.96890521],0.9690510287480988,individuals per game and player,0.4
Naive Bayes,neg_log_loss,[-0.10710805 -0.10434508 -0.09913197 -0.10319438 -0.12363035],-0.10748196621165654,individuals per game and player,0.4
Naive Bayes,precision,[0.979442   0.979442   0.97919726 0.97919726 0.97919726],0.979295154185022,individuals per game and player,0.4
Naive Bayes,recall,[1. 1. 1. 1. 1.],1.0,individuals per game and player,0.4
Naive Bayes,jaccard,[0.979442   0.979442   0.97919726 0.97919726 0.97919726],0.979295154185022,individuals per game and player,0.4
Naive Bayes,roc_auc,[0.59028819 0.55247376 0.62550833 0.53498096 0.4632783 ],0.5533059079744082,individuals per game and player,0.4
Naive Bayes,roc_auc_ovr,[0.59028819 0.55247376 0.62550833 0.53498096 0.4632783 ],0.5533059079744082,individuals per game and player,0.4
Naive Bayes,roc_auc_ovo,[0.59028819 0.55247376 0.62550833 0.53498096 0.4632783 ],0.5533059079744082,individuals per game and player,0.4
Naive Bayes,roc_auc_ovr_weighted,[0.59028819 0.55247376 0.62550833 0.53498096 0.4632783 ],0.5533059079744082,individuals per game and player,0.4
Naive Bayes,roc_auc_ovo_weighted,[0.59028819 0.55247376 0.62550833 0.53498096 0.4632783 ],0.5533059079744082,individuals per game and player,0.4
QDA,accuracy,[0.66862457 0.40063632 0.87983358 0.94273128 0.79858052],0.7380812530592266,individuals per game and player,0.4
QDA,balanced_accuracy,[0.49284286 0.52503213 0.48380699 0.51016658 0.4998912 ],0.5023479520355465,individuals per game and player,0.4
QDA,average_precision,[0.97851384 0.98283452 0.96997423 0.9866879  0.97805626],0.9792133511044729,individuals per game and player,0.4
QDA,neg_brier_score,[-0.284264   -0.55881547 -0.1027404  -0.05203083 -0.18541138],-0.23665241562613576,individuals per game and player,0.4
QDA,f1,[0.79988176 0.56369143 0.93597601 0.97048436 0.88752221],0.8315111534896173,individuals per game and player,0.4
QDA,f1_micro,[0.66862457 0.40063632 0.87983358 0.94273128 0.79858052],0.7380812530592266,individuals per game and player,0.4
QDA,f1_macro,[0.41843306 0.30333849 0.47991643 0.50573398 0.46247455],0.4339793027438046,individuals per game and player,0.4
QDA,f1_weighted,[0.78419811 0.55298676 0.91700143 0.9511482  0.8698379 ],0.815034478509902,individuals per game and player,0.4
QDA,neg_log_loss,[-1.90738062 -8.90284406 -0.93789776 -0.54881433 -2.26850817],-2.913088986523976,individuals per game and player,0.4
QDA,precision,[0.97901592 0.98199876 0.97846238 0.97962821 0.9791918 ],0.979659413415795,individuals per game and player,0.4
QDA,recall,[0.67616192 0.39530235 0.89702574 0.96150962 0.81154711],0.7483093494492444,individuals per game and player,0.4
QDA,jaccard,[0.66650246 0.39245845 0.87965686 0.94266111 0.7977887 ],0.7358135166191782,individuals per game and player,0.4
QDA,roc_auc,[0.47462876 0.55370826 0.37212462 0.62298837 0.48726642],0.5021432854227841,individuals per game and player,0.4
QDA,roc_auc_ovr,[0.47462876 0.55370826 0.37216137 0.61868798 0.49007013],0.5018512995957114,individuals per game and player,0.4
QDA,roc_auc_ovo,[0.47462876 0.55370826 0.37216137 0.61868798 0.49007013],0.5018512995957114,individuals per game and player,0.4
QDA,roc_auc_ovr_weighted,[0.47462876 0.55370826 0.37216137 0.61868798 0.49007013],0.5018512995957114,individuals per game and player,0.4
QDA,roc_auc_ovo_weighted,[0.47462876 0.55370826 0.37216137 0.61868798 0.49007013],0.5018512995957114,individuals per game and player,0.4
ExtraTrees,accuracy,[0.69823789 0.9216838  0.8639256  0.94297602 0.97895252],0.8811551639745472,individuals per game and player,0.4
ExtraTrees,balanced_accuracy,[0.60702684 0.48216963 0.45265448 0.49301939 0.49987503],0.50694907601658,individuals per game and player,0.4
ExtraTrees,average_precision,[0.98862101 0.96888516 0.95888576 0.96830276 0.97687514],0.9723139675776228,individuals per game and player,0.4
ExtraTrees,neg_brier_score,[-0.22538201 -0.06130808 -0.10596353 -0.04799682 -0.02117413],-0.09236491434165443,individuals per game and player,0.4
ExtraTrees,f1,[0.8200788  0.95922528 0.92695744 0.97063642 0.98936433],0.9332524535793594,individuals per game and player,0.4
ExtraTrees,f1_micro,[0.69823789 0.9216838  0.8639256  0.94297602 0.97895252],0.8811551639745472,individuals per game and player,0.4
